"POLITICAL_UNIT","NAME","Event_ID","WGMS_ID","EVENT_DATE","ET_SURGE","ET_CALVING","ET_FLOOD","ET_AVALANCHE","ET_TECTONIC","ET_OTHER","EVENT_DESCRIPTION","INVESTIGATOR","SPONSORING_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG"
"US","TYEEN NORTHEAST",3038,8064,19469999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type A WS1987: glacier size >30km to 5-30km. Valley glacier. Temperate subpolar. Surge stage: velocity >15m/day, annually to >50m/day for short periods. Horizontal displacement large >5km. Vertical displacement: large >50m. Duration 2 to 6 years. Quiescent stage: reservoir features potholes, to crevasse free, can observe appreciable filling. Reservoir dynamics speeds much lower than ""normal"", increasing to surge. Receiving area: ""stagnant"" no activity. considerable surface lowering, if debris free: considerable retreat. Period: >15 to >60 years. Listed as surge type by FWO1969  Listed as surge type HEV1969 ""Surge similar to that of 1964-1966 occurred in 1946-1948."" PSFG1973 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on BPD1951,WS1987, HEV1969 FWO1969 PSFG1973. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","TYEEN NORTHEAST",3039,8064,19649999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed by WS1987 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on BPD1951,WS1987, HEV1969 FWO1969 PSFG1973. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","TYEEN NORTHEAST",3040,8064,19789999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed by WS1987 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on BPD1951,WS1987, HEV1969 FWO1969 PSFG1973. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","TYEEN NORTHWEST",3036,8061,19469999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type C WS1987: glacier size 2-10km. cirque valley glacier. Temperate subpolar glacier. Surge stage: <1-8m/day, horizontal displacement small but 10-30% of size. Vertical displacement: little observable depression, but great extension. Duration <1-4 years. Quiescent stage: reservoir features initial ""healing"" of crevasses to featureless. Reservoir dynamics: inactive except in icefalls. Receiving area: complete stagnation, marked terminus retreat, leaves remnant ice patches. Period 15-30 years Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","TYEEN NORTHWEST",3037,8061,19649999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed by WS1987 Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassed not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","TYEEN SOUTHWEST",3035,8060,19469999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type A WS1987: glacier size >30km to 5-30km. Valley glacier. Temperate subpolar. Surge stage: velocity >15m/day, annually to >50m/day for short periods. Horizontal displacement large >5km. Vertical displacement: large >50m. Duration 2 to 6 years. Quiescent stage: reservoir features potholes, to crevasse free, can observe appreciable filling. Reservoir dynamics speeds much lower than ""normal"", increasing to surge. Receiving area: ""stagnant"" no activity. considerable surface lowering, if debris free: considerable retreat. Period: >15 to >60 years. Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on FWO1969, BPD1951, FWO1964, MMF1966, MMF1967, PSFG1973, UT, MMF1966, MMF1967,MMF1969,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","TYEEN SOUTHWEST",3034,8060,19669999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed as surge type by FWO1969 Listed as surge type HEV1969 ""Surge similar to that of 1964-1966 occurred in 1946-1948. (...) Surge occurred between 1964-1966, following maximum in 1966, terminus became stagnate in 1967"" PSFG1973 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on FWO1969, BPD1951, FWO1964, MMF1966, MMF1967, PSFG1973, UT, MMF1966, MMF1967,MMF1969,WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1964",
"US","TYNDALL",2717,3562,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type E WS1987: glacier size >15km, valley tidewater, temperate. Surge stage: very high velocity, >15m/day, calving rate high. Horizontal displacement large but small relative to size. Vertical displacement difficult to discern. Duration <2 years. Quiescent stage: reservoir features: minor crevasse field. Reservoir dynamics: ""normal"" flow Receiving area: ""normal"" flow, monir surface lowering, calving rate low, may build delta. Period <10 to 15 years. ",,,"Event description, Surge Diagnostic features and index based on WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNIVERSITY",2933,7578,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. ",,,"Event description, Surge Diagnostic features and index based on WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNIVERSITY 3RD NORTH ",2934,7579,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type C WS1987: glacier size 2-10km. cirque valley glacier. Temperate subpolar glacier. Surge stage: <1-8m/day, horizontal displacement small but 10-30% of size. Vertical displacement: little observable depression, but great extension. Duration <1-4 years. Quiescent stage: reservoir features initial ""healing"" of crevasses to featureless. Reservoir dynamics: inactive except in icefalls. Receiving area: complete stagnation, marked terminus retreat, leaves remnant ice patches. Period 15-30 years ",,,"Event description, Surge Diagnostic features and index based on WS1987. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF103)",615,7589,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""lge debris-covered tongue, surge history""CGKC1986 Surge index 1 CGKC1986 = uncertain surge characteristics ",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF108)",638,7618,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""very steep, probable surger""CGKC1986 Surge index 3 CGKC1986 = probably surge characteristics (several features)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF24)",616,7590,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""stagnant lower tongue""CGKC1986 Surge index 5 CGKC1986 = definite surge characteristics (current, historical, or corroborative evidence exists) ",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF37)",617,7591,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""tributary to f031, active, crevassed""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF39)",618,7592,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""tributary to f031, probably surges with main glacier""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF55)",619,7593,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""tributary to f024, probably surges with main glacier""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF57)",620,7594,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""tributary to f024, probably surges with main glacier""CGKC1986 Surge index 1 CGKC1986 = uncertain surge characteristics ",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF74)",621,7595,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""tributary to f068, surges out of phase""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF75)",622,7596,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Tributary to f068, surges out of phase""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF77)",623,7597,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Tributary to f068, surges with main glacier""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF82)",624,7598,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Tributary to f068, surges with main glacier""CGKC1986 Surge index 4 CGKC1986 =very probably surge characteristics (strong surface evidence)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF85)",625,7599,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Tributary to f068, surges with main glacier""CGKC1986 Surge index 2 CGKC1986 = possible surge characteristics (one or two features)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (4*9CBF87)",626,7600,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Tributary to f083, may surge with main glacier""CGKC1986 Surge index 3 CGKC1986 = probably surge characteristics (several features)",,,"Event description, Surge Diagnostic features and index based on CGKC1986. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (CA2N001FM084)",3061,8103,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed by CG2008a ",,,"Event description, Surge Diagnostic features and index based on CG2008a. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (CHISTOCHINA WEST)",2854,7514,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type B WS1987: glacier size >30km to 5-30 km. valley. temperate-subpolar. Surge stage: velocity of 2-8m/day, horizontal displacement 2-5km, vertical displacement 10-30m, duration 1-4 years. Quiescent stage: reservoir features: featureless, filling not readily observed ""normal"" looking. Reservoir dynamics: speeds not appreciably lower than normal. Receiving area: slow flow. minor surface lowering, minor retreat. Period 10-40 years. From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on WS1987, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (G141203W61526N)",2942,7587,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Anthony Arendt 2012 Justin Rich. +3,5km between 1950 and 2009 ",,,"Event description, Surge Diagnostic features and index based on Anthony Arendt 2012 Justin Rich. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED (OHIO PA1969 106)",2813,7476,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type C WS1987: glacier size 2-10km. cirque valley glacier. Temperate subpolar glacier. Surge stage: <1-8m/day, horizontal displacement small but 10-30% of size. Vertical displacement: little observable depression, but great extension. Duration <1-4 years. Quiescent stage: reservoir features initial ""healing"" of crevasses to featureless. Reservoir dynamics: inactive except in icefalls. Receiving area: complete stagnation, marked terminus retreat, leaves remnant ice patches. Period 15-30 years From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on WS1987, PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED BE2012 B",2913,7562,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): BE2012 Unpublished velocity data ",,,"Event description, Surge Diagnostic features and index based on BE2012. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED HANGING GLACIER EAST OF RENDU",3051,8085,19169999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed as surge type by FWO1969 Listed as surge type by HEV1969",,,"Event description, Surge Diagnostic features and index based on FWO1969, RHF1915, FWO1964. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 100",2765,7442,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 101",2741,7418,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 102",2735,7412,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 103",2736,7413,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 104",2734,7411,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 105",2737,7414,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 107",2815,7478,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 108",2855,7515,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 109",2862,7520,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 110",2877,7533,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 117",2887,7540,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 119",2949,7613,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 131",3060,8100,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 134",2851,7511,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 135",2832,7494,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 136",2852,7512,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 137",2830,7492,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 138",2828,7490,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 139",2823,7486,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 140",2821,7484,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 141",2820,7483,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 142",2818,7481,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 143",2811,7474,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 144",2809,7472,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 145",2819,7482,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 146",2742,7419,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 147",2747,7424,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 71",2763,7440,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 72",2767,7444,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 73",2772,7447,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: may surge ... evidence not clear. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 88",2746,7423,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 89",2740,7417,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 90",2744,7421,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 91",2743,7420,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 92",2752,7429,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 93",2757,7434,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
